regional,codigo_regional,distrito,distrito_id,uf,cidade,codigo_ibge,latitude,longitude,area_soja_ha
CENTRO SOJA,CESO,ALFENAS-SOJA,alfenas_soja,MG,PARAGUAÇU,3147204,-21.5465,-45.7374,
CENTRO SOJA,CESO,ALFENAS-SOJA,alfenas_soja,MG,PASSOS,3147907,-20.7193,-46.609,
CENTRO SOJA,CESO,ALFENAS-SOJA,alfenas_soja,MG,PIUMHI,3151503,-20.4762,-45.9589,
CENTRO SOJA,CESO,ALFENAS-SOJA,alfenas_soja,MG,POUSO ALEGRE,3152501,-22.2266,-45.9389,
CENTRO SOJA,CESO,ALFENAS-SOJA,alfenas_soja,MG,POUSO ALTO,3152600,-22.1964,-44.9748,
CENTRO SOJA,CESO,ALFENAS-SOJA,alfenas_soja,MG,PRATÁPOLIS,3152907,-20.7411,-46.8624,
CENTRO SOJA,CESO,ALFENAS-SOJA,alfenas_soja,MG,SANTA RITA DE CALDAS,3159209,-22.0292,-46.3385,
CENTRO SOJA,CESO,ALFENAS-SOJA,alfenas_soja,MG,SÃO GONÇALO DO SAPUCAÍ,3162005,-21.8932,-45.5893,
CENTRO SOJA,CESO,ALFENAS-SOJA,alfenas_soja,MG,SÃO JOÃO BATISTA DO GLÓRIA,3162203,-20.635,-46.508,
CENTRO SOJA,CESO,ALFENAS-SOJA,alfenas_soja,MG,SÃO JOÃO DEL REI,3162500,-21.1311,-44.2526,
CENTRO SOJA,CESO,ALFENAS-SOJA,alfenas_soja,MG,SÃO PEDRO DA UNIÃO,3163904,-21.131,-46.6123,
CENTRO SOJA,CESO,ALFENAS-SOJA,alfenas_soja,MG,SÃO ROQUE DE MINAS,3164308,-20.249,-46.3639,
CENTRO SOJA,CESO,ALFENAS-SOJA,alfenas_soja,MG,SÃO SEBASTIÃO DO OESTE,3164605,-20.2758,-45.0063,
CENTRO SOJA,CESO,ALFENAS-SOJA,alfenas_soja,MG,SÃO VICENTE DE MINAS,3165305,-21.7042,-44.4431,
CENTRO SOJA,CESO,ALFENAS-SOJA,alfenas_soja,MG,TRÊS CORAÇÕES,3169307,-21.6921,-45.2511,
CENTRO SOJA,CESO,ALFENAS-SOJA,alfenas_soja,MG,TRÊS PONTAS,3169406,-21.3694,-45.5109,
CENTRO SOJA,CESO,ALFENAS-SOJA,alfenas_soja,MG,VARGINHA,3170701,-21.5556,-45.4364,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,ADAMANTINA,3500105,-21.682,-51.0737,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,ÁLVARES FLORENCE,3501202,-20.3203,-49.9141,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,ANDRADINA,3502101,-20.8948,-51.3786,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,ARAÇATUBA,3502804,-21.2076,-50.4401,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,ASSIS,3504008,-22.66,-50.4183,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,BAURU,3506003,-22.3246,-49.0871,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,BIRIGUI,3506508,-21.291,-50.3432,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,BURITAMA,3508108,-21.0661,-50.1475,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,CAMPOS NOVOS PAULISTA,3509809,-22.602,-49.9987,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,CÂNDIDO MOTA,3510005,-22.7471,-50.3873,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,CARDOSO,3510708,-20.08,-49.9183,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,COROADOS,3512506,-21.3521,-50.2859,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,CRUZÁLIA,3513306,-22.7373,-50.7909,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,FLOREAL,3515905,-20.6752,-50.1513,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,FLORÍNEA,3516101,-22.868,-50.6814,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,GUARARAPES,3518206,-21.2544,-50.6453,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,IBIRAREMA,3519501,-22.8185,-50.0739,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,IEPÊ,3519907,-22.6602,-51.0779,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,INDIAPORÃ,3520707,-19.979,-50.2909,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,JOSÉ BONIFÁCIO,3525706,-21.0551,-49.6892,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,LENÇÓIS PAULISTA,3526803,-22.6027,-48.8037,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,LOURDES,3527256,-20.966,-50.2263,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,MARACAÍ,3528809,-22.6149,-50.6713,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,MIRANTE DO PARANAPANEMA,3530201,-22.2904,-51.9084,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,NANTES,3532157,-22.6156,-51.24,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,OSVALDO CRUZ,3534609,-21.7968,-50.8793,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,OURINHOS,3534708,-22.9797,-49.8697,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,PALMITAL,3535309,-22.7858,-50.218,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,PARAGUAÇU PAULISTA,3535507,-22.4114,-50.5732,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,PEDRINHAS PAULISTA,3537156,-22.8174,-50.7933,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,PLATINA,3539707,-22.6371,-50.2104,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,PRESIDENTE PRUDENTE,3541406,-22.1207,-51.3925,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,PROMISSÃO,3541604,-21.5356,-49.8599,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,RANCHARIA,3542206,-22.2269,-50.893,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,RIBEIRÃO DO SUL,3543204,-22.789,-49.933,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,RIOLÂNDIA,3544202,-19.9868,-49.6836,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,SALTO GRANDE,3545407,-22.8894,-49.9831,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,SANTA CRUZ DO RIO PARDO,3546405,-22.8988,-49.6354,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,SÃO PEDRO DO TURVO,3550506,-22.7453,-49.7428,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,TACIBA,3552908,-22.3866,-51.2882,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,TARUMÃ,3553955,-22.7429,-50.5786,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,TUPÃ,3555000,-21.9335,-50.5191,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,TURIÚBA,3555208,-20.9428,-50.1135,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,VITÓRIA BRASIL,3556958,-20.1956,-50.4875,
CENTRO SOJA,CESO,ASSIS-SOJA,assis_soja,SP,VOTUPORANGA,3557105,-20.4237,-49.9781,
CENTRO SOJA,CESO,CATALAO-SOJA & ICS,catalao_soja_ics,GO,CAMPO ALEGRE DE GOIÁS,5204805,-17.6363,-47.7768,
CENTRO SOJA,CESO,CATALAO-SOJA & ICS,catalao_soja_ics,GO,CATALÃO,5205109,-18.1656,-47.944,
CENTRO SOJA,CESO,CATALAO-SOJA & ICS,catalao_soja_ics,GO,CRISTALINA,5206206,-16.7676,-47.6131,
CENTRO SOJA,CESO,CATALAO-SOJA & ICS,catalao_soja_ics,GO,IPAMERI,5210109,-17.7215,-48.1581,
CENTRO SOJA,CESO,CATALAO-SOJA & ICS,catalao_soja_ics,GO,ORIZONA,5215306,-17.0334,-48.2964,
CENTRO SOJA,CESO,CATALAO-SOJA & ICS,catalao_soja_ics,GO,PIRES DO RIO,5217401,-17.3019,-48.2768,
CENTRO SOJA,CESO,CATALAO-SOJA & ICS,catalao_soja_ics,GO,SANTA CRUZ DE GOIÁS,5219209,-17.3155,-48.4809,
CENTRO SOJA,CESO,CATALAO-SOJA & ICS,catalao_soja_ics,MG,GUARDA-MOR,3128600,-17.7673,-47.0998,
CENTRO SOJA,CESO,CATALAO-SOJA & ICS,catalao_soja_ics,MG,MONTE CARMELO,3143104,-18.7302,-47.4912,
CENTRO SOJA,CESO,CATALAO-SOJA & ICS,catalao_soja_ics,MG,PARACATU,3147006,-17.2252,-46.8711,
CENTRO SOJA,CESO,CATALAO-SOJA & ICS,catalao_soja_ics,MG,VAZANTE,3171006,-17.9827,-46.9088,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,ANGATUBA,3502200,-23.4917,-48.4139,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,AVARÉ,3504503,-23.1067,-48.9251,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,BERNARDINO DE CAMPOS,3506300,-23.0164,-49.4679,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,BOTUCATU,3507506,-22.8837,-48.4437,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,BURI,3508009,-23.7977,-48.5958,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,CAMPINA DO MONTE ALEGRE,3509452,-23.5895,-48.4758,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,CAPÃO BONITO,3510203,-24.0113,-48.3482,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,CAPELA DO ALTO,3510302,-23.4685,-47.7388,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,CERQUEIRA CÉSAR,3511409,-23.038,-49.1655,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,CESÁRIO LANGE,3511607,-23.226,-47.9545,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,IPAUSSU,3520905,-23.0575,-49.6279,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,ITABERÁ,3521705,-23.8638,-49.14,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,ITAÍ,3521804,-23.4213,-49.092,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,ITAPETININGA,3522307,-23.5886,-48.0483,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,ITAPEVA,3522406,-23.9788,-48.8764,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,ITAPORANGA,3522802,-23.7043,-49.4819,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,ITARARÉ,3523206,-24.1085,-49.3352,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,MAIRINQUE,3528403,-23.5398,-47.185,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,ÓLEO,3533809,-22.9435,-49.3419,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,PARANAPANEMA,3535804,-23.3862,-48.7214,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,PILAR DO SUL,3537909,-23.8077,-47.7222,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,PIRAJU,3538808,-23.1981,-49.3803,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,SALTO DE PIRAPORA,3545308,-23.6474,-47.5743,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,SÃO MANUEL,3550100,-22.7321,-48.5723,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,SÃO MIGUEL ARCANJO,3550209,-23.8782,-47.9935,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,TAGUAÍ,3553005,-23.4452,-49.4024,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,TAQUARITUBA,3553807,-23.5307,-49.241,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,TAQUARIVAÍ,3553856,-23.9211,-48.6948,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,TATUÍ,3554003,-23.3487,-47.8461,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,VOTORANTIM,3557006,-23.5446,-47.4388,
CENTRO SOJA,CESO,PATOS DE MINAS-SOJA,patos_de_minas_soja,MG,BURITIZEIRO,3109402,-17.3656,-44.9606,
CENTRO SOJA,CESO,PATOS DE MINAS-SOJA,patos_de_minas_soja,MG,COROMANDEL,3119302,-18.4734,-47.1933,
CENTRO SOJA,CESO,PATOS DE MINAS-SOJA,patos_de_minas_soja,MG,CURVELO,3120904,-18.7527,-44.4303,
CENTRO SOJA,CESO,PATOS DE MINAS-SOJA,patos_de_minas_soja,MG,IBIÁ,3129509,-19.4749,-46.5474,
CENTRO SOJA,CESO,PATOS DE MINAS-SOJA,patos_de_minas_soja,MG,JOÃO PINHEIRO,3136306,-17.7398,-46.1715,
CENTRO SOJA,CESO,PATOS DE MINAS-SOJA,patos_de_minas_soja,MG,MARTINHO CAMPOS,3140506,-19.3306,-45.2434,
CENTRO SOJA,CESO,PATOS DE MINAS-SOJA,patos_de_minas_soja,MG,PATOS DE MINAS,3148004,-18.5699,-46.5013,
CENTRO SOJA,CESO,PATOS DE MINAS-SOJA,patos_de_minas_soja,MG,PATROCÍNIO,3148103,-18.9379,-46.9934,
CENTRO SOJA,CESO,PATOS DE MINAS-SOJA,patos_de_minas_soja,MG,PERDIZES,3149804,-19.3434,-47.2963,
CENTRO SOJA,CESO,PATOS DE MINAS-SOJA,patos_de_minas_soja,MG,PIRAPORA,3151206,-17.3392,-44.934,
CENTRO SOJA,CESO,PATOS DE MINAS-SOJA,patos_de_minas_soja,MG,POMPÉU,3152006,-19.2257,-45.0141,
CENTRO SOJA,CESO,PATOS DE MINAS-SOJA,patos_de_minas_soja,MG,SANTA LUZIA,3157807,-19.7548,-43.8497,
CENTRO SOJA,CESO,PATOS DE MINAS-SOJA,patos_de_minas_soja,MG,SÃO GONÇALO DO ABAETÉ,3161700,-18.3315,-45.8265,
CENTRO SOJA,CESO,PATOS DE MINAS-SOJA,patos_de_minas_soja,MG,SÃO GOTARDO,3162104,-19.3087,-46.0465,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,RJ,PORTO REAL,3304110,-22.4175,-44.2952,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,RJ,RESENDE,3304201,-22.4705,-44.4509,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,RJ,RIO CLARO,3304409,-22.72,-44.1419,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,AGUAÍ,3500303,-22.0572,-46.9735,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,ARARAQUARA,3503208,-21.7845,-48.178,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,ARARAS,3503307,-22.3572,-47.3842,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,ATIBAIA,3504107,-23.1171,-46.5563,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,BARIRI,3505203,-22.073,-48.7438,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,BARRETOS,3505500,-20.5531,-48.5698,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,BARUERI,3505708,-23.5057,-46.879,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,BATATAIS,3505906,-20.8929,-47.5921,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,BEBEDOURO,3506102,-20.9491,-48.4791,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,BRAGANÇA PAULISTA,3507605,-22.9527,-46.5419,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,CAMPINAS,3509502,-22.9053,-47.0659,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,CASA BRANCA,3510807,-21.7708,-47.0852,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,COLINA,3512001,-20.7114,-48.5387,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,CORDEIRÓPOLIS,3512407,-22.4778,-47.4519,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,CUBATÃO,3513504,-23.8911,-46.424,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,DESCALVADO,3513702,-21.9002,-47.6181,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,DOIS CÓRREGOS,3514106,-22.3673,-48.3819,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,ELISIÁRIO,3514924,-21.1678,-49.1146,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,ESPÍRITO SANTO DO PINHAL,3515186,-22.1909,-46.7477,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,ESTIVA GERBI,3557303,-22.2713,-46.9481,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,FRANCA,3516200,-20.5352,-47.4039,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,GUAÍRA,3517406,-20.3196,-48.312,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,GUARIBA,3518602,-21.3594,-48.2316,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,GUARUJÁ,3518701,-23.9888,-46.258,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,IPUÃ,3521309,-20.4438,-48.0129,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,ITAJU,3522000,-21.9857,-48.8116,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,ITÁPOLIS,3522703,-21.5942,-48.8149,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,ITUVERAVA,3524105,-20.3355,-47.7902,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,JABOTICABAL,3524303,-21.252,-48.3252,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,JERIQUARA,3525409,-20.3116,-47.5918,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,LEME,3526704,-22.1809,-47.3841,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,MIGUELÓPOLIS,3529708,-20.1796,-48.031,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,MINEIROS DO TIETÊ,3529807,-22.412,-48.451,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,MOCOCA,3530508,-21.4647,-47.0024,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,MOGI GUAÇU,3530706,-22.3675,-46.9428,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,MOGI MIRIM,3530805,-22.4332,-46.9532,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,MONTE ALTO,3531308,-21.2655,-48.4971,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,MORRO AGUDO,3531902,-20.7288,-48.0581,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,ORLÂNDIA,3534302,-20.7169,-47.8852,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,PEDERNEIRAS,3536703,-22.3511,-48.7781,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,PIRACICABA,3538709,-22.7338,-47.6476,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,PIRASSUNUNGA,3539301,-21.996,-47.4257,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,RIBEIRÃO PRETO,3543402,-21.1699,-47.8099,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,RIO CLARO,3543907,-22.3984,-47.5546,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,SANTA CRUZ DAS PALMEIRAS,3546306,-21.8235,-47.248,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,SANTA MARIA DA SERRA,3547007,-22.5661,-48.1593,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,SANTO ANDRÉ,3547809,-23.6737,-46.5432,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,SANTOS,3548500,-23.9535,-46.335,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,SÃO CARLOS,3548906,-22.0174,-47.886,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,SÃO JOÃO DA BOA VISTA,3549102,-21.9707,-46.7944,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,SÃO JOAQUIM DA BARRA,3549409,-20.5812,-47.8593,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,SÃO JOSÉ DO RIO PRETO,3549805,-20.8113,-49.3758,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,SÃO PAULO,3550308,-23.5329,-46.6395,
CENTRO SOJA,CESO,SAO PAULO-SOJA/ICS,sao_paulo_soja_ics,SP,SERTÃOZINHO,3551702,-21.1316,-47.9875,
CENTRO SOJA,CESO,ITAPEVA-SOJA,itapeva_soja,SP,TIETÊ,3554508,-23.1101,-47.7164,
